,Day/Eve,Number 1,Number 2,Number 3,Date
4665,E,4.0,0.0,1.0,2013-02-09
4667,E,1.0,3.0,6.0,2013-02-08
4669,E,5.0,1.0,4.0,2013-02-07
4671,E,1.0,4.0,3.0,2013-02-06
4673,E,6.0,3.0,3.0,2013-02-05
4675,E,2.0,9.0,1.0,2013-02-04
4677,E,4.0,4.0,1.0,2013-02-03
4679,E,4.0,1.0,4.0,2013-02-02
4681,E,7.0,1.0,2.0,2013-02-01
4683,E,6.0,7.0,8.0,2013-01-31
4685,E,0.0,6.0,3.0,2013-01-30
4687,E,2.0,5.0,1.0,2013-01-29
4689,E,0.0,7.0,0.0,2013-01-28
4691,E,0.0,4.0,6.0,2013-01-27
4693,E,0.0,0.0,1.0,2013-01-26
4695,E,6.0,3.0,8.0,2013-01-25
4697,E,4.0,9.0,1.0,2013-01-24
4699,E,3.0,2.0,5.0,2013-01-23
4701,E,6.0,2.0,3.0,2013-01-22
4703,E,7.0,3.0,1.0,2013-01-21
4705,E,2.0,6.0,5.0,2013-01-20
4707,E,6.0,5.0,8.0,2013-01-19
4709,E,6.0,0.0,9.0,2013-01-18
4711,E,7.0,5.0,2.0,2013-01-17
4713,E,0.0,0.0,6.0,2013-01-16
4715,E,1.0,1.0,2.0,2013-01-15
4717,E,0.0,5.0,6.0,2013-01-14
4719,E,7.0,1.0,5.0,2013-01-13
4721,E,8.0,2.0,8.0,2013-01-12
4723,E,3.0,2.0,8.0,2013-01-11
4725,E,2.0,7.0,9.0,2013-01-10
4727,E,1.0,3.0,8.0,2013-01-09
4729,E,1.0,7.0,5.0,2013-01-08
4731,E,2.0,4.0,3.0,2013-01-07
4733,E,3.0,4.0,8.0,2013-01-06
4735,E,5.0,5.0,0.0,2013-01-05
4737,E,8.0,0.0,5.0,2013-01-04
4739,E,5.0,5.0,7.0,2013-01-03
4741,E,9.0,0.0,1.0,2013-01-02
4743,E,4.0,1.0,5.0,2013-01-01
4745,E,5.0,2.0,1.0,2012-12-31
4747,E,0.0,6.0,0.0,2012-12-30
4749,E,2.0,2.0,9.0,2012-12-29
4751,E,8.0,8.0,0.0,2012-12-28
4753,E,1.0,1.0,4.0,2012-12-27
4755,E,6.0,2.0,7.0,2012-12-26
4757,E,5.0,9.0,7.0,2012-12-25
4759,E,5.0,0.0,2.0,2012-12-24
4761,E,2.0,7.0,3.0,2012-12-23
4763,E,4.0,3.0,0.0,2012-12-22
4765,E,8.0,0.0,5.0,2012-12-21
4767,E,1.0,8.0,9.0,2012-12-20
4769,E,1.0,1.0,1.0,2012-12-19
4771,E,7.0,5.0,2.0,2012-12-18
4773,E,5.0,5.0,1.0,2012-12-17
4775,E,5.0,2.0,1.0,2012-12-16
4777,E,6.0,8.0,2.0,2012-12-15
4779,E,9.0,3.0,1.0,2012-12-14
4781,E,2.0,7.0,3.0,2012-12-13
4783,E,3.0,8.0,5.0,2012-12-12
4785,E,9.0,6.0,6.0,2012-12-11
4787,E,4.0,4.0,6.0,2012-12-10
4789,E,8.0,8.0,8.0,2012-12-09
4791,E,8.0,1.0,1.0,2012-12-08
4793,E,4.0,8.0,9.0,2012-12-07
4795,E,8.0,8.0,1.0,2012-12-06
4797,E,5.0,0.0,3.0,2012-12-05
4799,E,1.0,8.0,7.0,2012-12-04
4801,E,0.0,9.0,4.0,2012-12-03
4803,E,8.0,2.0,2.0,2012-12-02
4805,E,9.0,3.0,7.0,2012-12-01
4807,E,2.0,0.0,6.0,2012-11-30
4809,E,2.0,4.0,7.0,2012-11-29
4811,E,2.0,1.0,0.0,2012-11-28
4813,E,1.0,0.0,9.0,2012-11-27
4815,E,7.0,1.0,9.0,2012-11-26
4817,E,8.0,1.0,3.0,2012-11-25
4819,E,1.0,0.0,9.0,2012-11-24
4821,E,3.0,2.0,9.0,2012-11-23
4823,E,4.0,2.0,8.0,2012-11-22
4825,E,6.0,9.0,4.0,2012-11-21
4827,E,6.0,2.0,1.0,2012-11-20
4829,E,9.0,7.0,7.0,2012-11-19
4831,E,0.0,7.0,6.0,2012-11-18
4833,E,5.0,0.0,3.0,2012-11-17
4835,E,5.0,2.0,5.0,2012-11-16
4837,E,9.0,3.0,4.0,2012-11-15
4839,E,1.0,1.0,2.0,2012-11-14
4841,E,1.0,2.0,4.0,2012-11-13
4843,E,7.0,7.0,6.0,2012-11-12
4845,E,5.0,3.0,2.0,2012-11-11
4847,E,6.0,2.0,5.0,2012-11-10
4849,E,8.0,6.0,4.0,2012-11-09
4851,E,8.0,2.0,8.0,2012-11-08
4853,E,2.0,2.0,9.0,2012-11-07
4855,E,1.0,2.0,1.0,2012-11-06
4857,E,9.0,9.0,1.0,2012-11-05
4859,E,2.0,2.0,9.0,2012-11-04
4861,E,5.0,1.0,6.0,2012-11-03
4863,E,3.0,1.0,3.0,2012-11-02
4865,E,1.0,7.0,5.0,2012-11-01
4867,E,4.0,7.0,1.0,2012-10-31
4869,E,2.0,2.0,5.0,2012-10-30
4871,E,9.0,5.0,9.0,2012-10-29
4873,E,1.0,0.0,1.0,2012-10-28
4875,E,2.0,3.0,2.0,2012-10-27
4877,E,9.0,8.0,5.0,2012-10-26
4879,E,3.0,5.0,7.0,2012-10-25
4881,E,3.0,2.0,3.0,2012-10-24
4883,E,9.0,9.0,9.0,2012-10-23
4885,E,6.0,4.0,4.0,2012-10-22
4887,E,3.0,7.0,9.0,2012-10-21
4889,E,4.0,7.0,3.0,2012-10-20
4891,E,2.0,5.0,4.0,2012-10-19
4893,E,2.0,5.0,0.0,2012-10-18
4895,E,5.0,5.0,7.0,2012-10-17
4897,E,4.0,0.0,6.0,2012-10-16
4899,E,9.0,7.0,8.0,2012-10-15
4901,E,4.0,9.0,8.0,2012-10-14
4903,E,5.0,4.0,7.0,2012-10-13
4905,E,7.0,8.0,1.0,2012-10-12
4907,E,1.0,6.0,4.0,2012-10-11
4909,E,2.0,3.0,8.0,2012-10-10
4911,E,4.0,8.0,6.0,2012-10-09
4913,E,7.0,3.0,4.0,2012-10-08
4915,E,6.0,9.0,3.0,2012-10-07
4917,E,9.0,0.0,3.0,2012-10-06
4919,E,8.0,1.0,5.0,2012-10-05
4921,E,8.0,6.0,5.0,2012-10-04
4923,E,6.0,4.0,3.0,2012-10-03
4925,E,5.0,1.0,6.0,2012-10-02
4927,E,8.0,9.0,6.0,2012-10-01
4929,E,7.0,2.0,0.0,2012-09-30
4931,E,8.0,3.0,6.0,2012-09-29
4933,E,5.0,8.0,5.0,2012-09-28
4935,E,6.0,7.0,5.0,2012-09-27
4937,E,2.0,2.0,3.0,2012-09-26
4939,E,7.0,2.0,9.0,2012-09-25
4941,E,8.0,0.0,1.0,2012-09-24
4943,E,8.0,4.0,2.0,2012-09-23
4945,E,0.0,6.0,3.0,2012-09-22
4947,E,5.0,6.0,7.0,2012-09-21
4949,E,2.0,8.0,7.0,2012-09-20
4951,E,1.0,4.0,4.0,2012-09-19
4953,E,4.0,1.0,8.0,2012-09-18
4955,E,3.0,7.0,4.0,2012-09-17
4957,E,3.0,8.0,7.0,2012-09-16
4959,E,9.0,1.0,8.0,2012-09-15
4961,E,3.0,4.0,9.0,2012-09-14
4963,E,4.0,3.0,4.0,2012-09-13
4965,E,6.0,3.0,3.0,2012-09-12
4967,E,0.0,2.0,2.0,2012-09-11
4969,E,7.0,4.0,8.0,2012-09-10
4971,E,2.0,7.0,9.0,2012-09-09
4973,E,3.0,7.0,8.0,2012-09-08
4975,E,0.0,5.0,1.0,2012-09-07
4977,E,8.0,0.0,8.0,2012-09-06
4979,E,4.0,4.0,4.0,2012-09-05
4981,E,2.0,1.0,2.0,2012-09-04
4983,E,5.0,7.0,1.0,2012-09-03
4985,E,3.0,1.0,5.0,2012-09-02
4987,E,1.0,6.0,7.0,2012-09-01
4989,E,3.0,4.0,8.0,2012-08-31
4991,E,6.0,4.0,1.0,2012-08-30
4993,E,6.0,2.0,3.0,2012-08-29
4995,E,7.0,2.0,6.0,2012-08-28
4997,E,5.0,8.0,6.0,2012-08-27
4999,E,8.0,1.0,0.0,2012-08-26
5001,E,9.0,2.0,0.0,2012-08-25
5003,E,6.0,1.0,1.0,2012-08-24
5005,E,7.0,9.0,0.0,2012-08-23
5007,E,3.0,1.0,1.0,2012-08-22
5009,E,3.0,5.0,0.0,2012-08-21
5011,E,1.0,3.0,5.0,2012-08-20
5013,E,4.0,0.0,5.0,2012-08-19
5015,E,2.0,8.0,4.0,2012-08-18
5017,E,9.0,0.0,5.0,2012-08-17
5019,E,8.0,6.0,0.0,2012-08-16
5021,E,5.0,0.0,6.0,2012-08-15
5023,E,7.0,6.0,3.0,2012-08-14
5025,E,0.0,9.0,4.0,2012-08-13
5027,E,5.0,6.0,9.0,2012-08-12
5029,E,3.0,0.0,3.0,2012-08-11
5031,E,0.0,6.0,6.0,2012-08-10
5033,E,9.0,9.0,6.0,2012-08-09
5035,E,5.0,3.0,9.0,2012-08-08
5037,E,0.0,3.0,6.0,2012-08-07
5039,E,8.0,4.0,9.0,2012-08-06
5041,E,8.0,6.0,5.0,2012-08-05
5043,E,0.0,1.0,9.0,2012-08-04
5045,E,0.0,8.0,2.0,2012-08-03
5047,E,5.0,9.0,4.0,2012-08-02
5049,E,2.0,6.0,4.0,2012-08-01
5051,E,8.0,7.0,1.0,2012-07-31
5053,E,9.0,1.0,4.0,2012-07-30
5055,E,5.0,6.0,6.0,2012-07-29
5057,E,9.0,0.0,0.0,2012-07-28
5059,E,3.0,6.0,1.0,2012-07-27
5061,E,8.0,4.0,4.0,2012-07-26
5063,E,2.0,6.0,6.0,2012-07-25
5065,E,9.0,0.0,3.0,2012-07-24
5067,E,6.0,2.0,8.0,2012-07-23
5069,E,4.0,4.0,1.0,2012-07-22
5071,E,2.0,1.0,7.0,2012-07-21
5073,E,0.0,8.0,7.0,2012-07-20
5075,E,4.0,8.0,2.0,2012-07-19
5077,E,0.0,2.0,3.0,2012-07-18
5079,E,8.0,6.0,3.0,2012-07-17
5081,E,6.0,7.0,8.0,2012-07-16
5083,E,4.0,4.0,1.0,2012-07-15
5085,E,3.0,1.0,2.0,2012-07-14
5087,E,5.0,3.0,6.0,2012-07-13
5089,E,9.0,8.0,6.0,2012-07-12
5091,E,9.0,7.0,5.0,2012-07-11
5093,E,0.0,2.0,0.0,2012-07-10
5095,E,8.0,4.0,5.0,2012-07-09
5097,E,5.0,5.0,3.0,2012-07-08
5099,E,7.0,2.0,8.0,2012-07-07
5101,E,0.0,2.0,7.0,2012-07-06
5103,E,0.0,7.0,1.0,2012-07-05
5105,E,2.0,8.0,4.0,2012-07-04
5107,E,1.0,5.0,6.0,2012-07-03
5109,E,3.0,5.0,9.0,2012-07-02
5111,E,9.0,2.0,5.0,2012-07-01
5113,E,6.0,3.0,9.0,2012-06-30
5115,E,2.0,3.0,1.0,2012-06-29
5117,E,7.0,0.0,1.0,2012-06-28
5119,E,2.0,6.0,1.0,2012-06-27
5121,E,9.0,0.0,7.0,2012-06-26
5123,E,2.0,9.0,0.0,2012-06-25
5125,E,1.0,4.0,3.0,2012-06-24
5127,E,2.0,2.0,5.0,2012-06-23
5129,E,9.0,5.0,3.0,2012-06-22
5131,E,3.0,5.0,8.0,2012-06-21
5133,E,0.0,4.0,1.0,2012-06-20
5135,E,1.0,2.0,4.0,2012-06-19
5137,E,0.0,3.0,5.0,2012-06-18
5139,E,2.0,9.0,3.0,2012-06-17
5141,E,2.0,5.0,7.0,2012-06-16
5143,E,8.0,7.0,0.0,2012-06-15
5145,E,9.0,8.0,7.0,2012-06-14
5147,E,8.0,3.0,6.0,2012-06-13
5149,E,6.0,4.0,5.0,2012-06-12
5151,E,3.0,5.0,6.0,2012-06-11
5153,E,9.0,0.0,5.0,2012-06-10
5155,E,8.0,7.0,6.0,2012-06-09
5157,E,8.0,1.0,1.0,2012-06-08
5159,E,8.0,2.0,0.0,2012-06-07
5161,E,5.0,5.0,9.0,2012-06-06
5163,E,5.0,9.0,3.0,2012-06-05
5165,E,2.0,3.0,1.0,2012-06-04
5167,E,0.0,6.0,8.0,2012-06-03
5169,E,8.0,1.0,0.0,2012-06-02
5171,E,2.0,2.0,5.0,2012-06-01
5173,E,0.0,6.0,9.0,2012-05-31
5175,E,4.0,4.0,5.0,2012-05-30
5177,E,1.0,7.0,2.0,2012-05-29
5179,E,0.0,9.0,6.0,2012-05-28
5181,E,7.0,8.0,6.0,2012-05-27
5183,E,8.0,0.0,3.0,2012-05-26
5185,E,0.0,3.0,9.0,2012-05-25
5187,E,5.0,3.0,7.0,2012-05-24
5189,E,4.0,8.0,1.0,2012-05-23
5191,E,5.0,2.0,2.0,2012-05-22
5193,E,0.0,0.0,5.0,2012-05-21
5195,E,8.0,3.0,0.0,2012-05-20
5197,E,8.0,3.0,8.0,2012-05-19
5199,E,8.0,8.0,9.0,2012-05-18
5201,E,8.0,3.0,6.0,2012-05-17
5203,E,0.0,4.0,5.0,2012-05-16
5205,E,1.0,5.0,9.0,2012-05-15
5207,E,2.0,7.0,0.0,2012-05-14
5209,E,6.0,6.0,6.0,2012-05-13
5211,E,8.0,9.0,7.0,2012-05-12
5213,E,7.0,7.0,4.0,2012-05-11
5215,E,0.0,0.0,7.0,2012-05-10
5217,E,3.0,5.0,9.0,2012-05-09
5219,E,8.0,3.0,5.0,2012-05-08
5221,E,6.0,4.0,7.0,2012-05-07
5223,E,2.0,3.0,3.0,2012-05-06
5225,E,9.0,1.0,6.0,2012-05-05
5227,E,4.0,7.0,0.0,2012-05-04
5229,E,4.0,5.0,2.0,2012-05-03
5231,E,1.0,5.0,9.0,2012-05-02
5233,E,9.0,1.0,8.0,2012-05-01
5235,E,9.0,8.0,1.0,2012-04-30
5237,E,5.0,8.0,9.0,2012-04-29
5239,E,4.0,0.0,4.0,2012-04-28
5241,E,6.0,4.0,8.0,2012-04-27
5243,E,9.0,4.0,1.0,2012-04-26
5245,E,5.0,3.0,7.0,2012-04-25
5247,E,2.0,2.0,0.0,2012-04-24
5249,E,1.0,3.0,6.0,2012-04-23
5251,E,4.0,6.0,6.0,2012-04-22
5253,E,4.0,8.0,6.0,2012-04-21
5255,E,9.0,9.0,0.0,2012-04-20
5257,E,9.0,3.0,6.0,2012-04-19
5259,E,9.0,1.0,2.0,2012-04-18
5261,E,3.0,0.0,5.0,2012-04-17
5263,E,7.0,3.0,7.0,2012-04-16
5265,E,6.0,8.0,7.0,2012-04-15
5267,E,7.0,0.0,8.0,2012-04-14
5269,E,7.0,6.0,6.0,2012-04-13
5271,E,2.0,2.0,0.0,2012-04-12
5273,E,8.0,2.0,4.0,2012-04-11
5275,E,8.0,2.0,4.0,2012-04-10
5277,E,2.0,6.0,0.0,2012-04-09
5279,E,1.0,2.0,1.0,2012-04-08
5281,E,8.0,1.0,2.0,2012-04-07
5283,E,3.0,0.0,3.0,2012-04-06
5285,E,8.0,8.0,5.0,2012-04-05
5287,E,2.0,9.0,4.0,2012-04-04
5289,E,7.0,3.0,3.0,2012-04-03
5291,E,4.0,9.0,4.0,2012-04-02
5293,E,4.0,7.0,1.0,2012-04-01
5295,E,4.0,3.0,0.0,2012-03-31
5297,E,4.0,6.0,5.0,2012-03-30
5299,E,8.0,8.0,7.0,2012-03-29
5301,E,0.0,2.0,7.0,2012-03-28
5303,E,9.0,6.0,7.0,2012-03-27
5305,E,3.0,5.0,7.0,2012-03-26
5307,E,1.0,1.0,5.0,2012-03-25
5309,E,0.0,5.0,6.0,2012-03-24
5311,E,3.0,1.0,5.0,2012-03-23
5313,E,3.0,2.0,1.0,2012-03-22
5315,E,1.0,4.0,3.0,2012-03-21
5317,E,1.0,2.0,6.0,2012-03-20
5319,E,5.0,4.0,5.0,2012-03-19
5321,E,7.0,8.0,8.0,2012-03-18
5323,E,3.0,6.0,6.0,2012-03-17
5325,E,2.0,9.0,3.0,2012-03-16
5327,E,2.0,6.0,9.0,2012-03-15
5329,E,4.0,0.0,4.0,2012-03-14
5331,E,6.0,6.0,9.0,2012-03-13
5333,E,7.0,8.0,6.0,2012-03-12
5335,E,7.0,7.0,8.0,2012-03-11
5337,E,5.0,0.0,0.0,2012-03-10
5339,E,5.0,1.0,1.0,2012-03-09
5341,E,9.0,4.0,7.0,2012-03-08
5343,E,1.0,5.0,5.0,2012-03-07
5345,E,7.0,3.0,2.0,2012-03-06
5347,E,5.0,4.0,2.0,2012-03-05
5349,E,0.0,1.0,6.0,2012-03-04
5351,E,3.0,1.0,3.0,2012-03-03
5353,E,6.0,1.0,4.0,2012-03-02
5355,E,2.0,3.0,8.0,2012-03-01
5357,E,4.0,2.0,9.0,2012-02-29
5359,E,9.0,4.0,3.0,2012-02-28
5361,E,3.0,6.0,5.0,2012-02-27
5363,E,0.0,8.0,2.0,2012-02-26
5365,E,2.0,0.0,7.0,2012-02-25
5367,E,7.0,0.0,2.0,2012-02-24
5369,E,6.0,2.0,0.0,2012-02-23
5371,E,5.0,2.0,1.0,2012-02-22
5373,E,8.0,2.0,1.0,2012-02-21
5375,E,9.0,4.0,6.0,2012-02-20
5377,E,1.0,1.0,4.0,2012-02-19
5379,E,7.0,8.0,9.0,2012-02-18
5381,E,1.0,4.0,9.0,2012-02-17
5383,E,1.0,7.0,6.0,2012-02-16
5385,E,5.0,9.0,2.0,2012-02-15
5387,E,1.0,9.0,5.0,2012-02-14
5389,E,0.0,5.0,7.0,2012-02-13
5391,E,5.0,9.0,2.0,2012-02-12
5393,E,2.0,4.0,9.0,2012-02-11
5395,E,0.0,6.0,0.0,2012-02-10
5397,E,4.0,7.0,4.0,2012-02-09
5399,E,9.0,9.0,7.0,2012-02-08
5401,E,5.0,9.0,1.0,2012-02-07
5403,E,7.0,3.0,5.0,2012-02-06
5405,E,8.0,8.0,5.0,2012-02-05
5407,E,3.0,3.0,7.0,2012-02-04
5409,E,2.0,3.0,8.0,2012-02-03
5411,E,3.0,7.0,0.0,2012-02-02
5413,E,0.0,5.0,3.0,2012-02-01
5415,E,8.0,9.0,9.0,2012-01-31
5417,E,9.0,6.0,1.0,2012-01-30
5419,E,7.0,0.0,8.0,2012-01-29
5421,E,3.0,6.0,5.0,2012-01-28
5423,E,8.0,3.0,3.0,2012-01-27
5425,E,3.0,2.0,2.0,2012-01-26
5427,E,9.0,4.0,9.0,2012-01-25
5429,E,4.0,3.0,2.0,2012-01-24
5431,E,2.0,8.0,1.0,2012-01-23
5433,E,0.0,2.0,6.0,2012-01-22
5435,E,9.0,4.0,0.0,2012-01-21
5437,E,3.0,4.0,2.0,2012-01-20
5439,E,7.0,1.0,1.0,2012-01-19
5441,E,0.0,5.0,4.0,2012-01-18
5443,E,6.0,7.0,3.0,2012-01-17
5445,E,1.0,4.0,2.0,2012-01-16
5447,E,9.0,3.0,4.0,2012-01-15
5449,E,4.0,4.0,2.0,2012-01-14
5451,E,8.0,6.0,7.0,2012-01-13
5453,E,3.0,0.0,0.0,2012-01-12
5455,E,0.0,7.0,9.0,2012-01-11
5457,E,8.0,7.0,2.0,2012-01-10
5459,E,9.0,6.0,0.0,2012-01-09
5461,E,3.0,6.0,0.0,2012-01-08
5463,E,4.0,9.0,8.0,2012-01-07
5465,E,7.0,3.0,6.0,2012-01-06
5467,E,2.0,6.0,7.0,2012-01-05
5469,E,0.0,7.0,4.0,2012-01-04
5471,E,2.0,7.0,2.0,2012-01-03
5473,E,9.0,1.0,0.0,2012-01-02
5475,E,4.0,2.0,7.0,2012-01-01
5477,E,9.0,9.0,2.0,2011-12-31
5479,E,3.0,2.0,6.0,2011-12-30
5481,E,7.0,9.0,4.0,2011-12-29
5483,E,1.0,8.0,0.0,2011-12-28
5485,E,5.0,7.0,5.0,2011-12-27
5487,E,7.0,6.0,6.0,2011-12-26
5489,E,8.0,9.0,5.0,2011-12-25
5491,E,8.0,2.0,4.0,2011-12-24
5493,E,2.0,9.0,2.0,2011-12-23
5495,E,9.0,4.0,2.0,2011-12-22
5497,E,9.0,9.0,0.0,2011-12-21
5499,E,6.0,8.0,6.0,2011-12-20
5501,E,5.0,6.0,6.0,2011-12-19
5503,E,5.0,7.0,5.0,2011-12-18
5505,E,4.0,0.0,9.0,2011-12-17
5507,E,8.0,3.0,7.0,2011-12-16
5509,E,6.0,3.0,2.0,2011-12-15
5511,E,6.0,2.0,4.0,2011-12-14
5513,E,8.0,0.0,9.0,2011-12-13
5515,E,4.0,5.0,6.0,2011-12-12
5517,E,4.0,8.0,8.0,2011-12-11
5519,E,5.0,7.0,5.0,2011-12-10
5521,E,9.0,5.0,3.0,2011-12-09
5523,E,3.0,5.0,5.0,2011-12-08
5525,E,4.0,8.0,7.0,2011-12-07
5527,E,8.0,1.0,8.0,2011-12-06
5529,E,4.0,2.0,4.0,2011-12-05
5531,E,9.0,3.0,4.0,2011-12-04
5533,E,8.0,5.0,1.0,2011-12-03
5535,E,2.0,4.0,7.0,2011-12-02
5537,E,8.0,1.0,5.0,2011-12-01
5539,E,2.0,9.0,8.0,2011-11-30
5541,E,5.0,5.0,1.0,2011-11-29
5543,E,1.0,0.0,9.0,2011-11-28
5545,E,5.0,3.0,5.0,2011-11-27
5547,E,8.0,9.0,4.0,2011-11-26
5549,E,1.0,4.0,9.0,2011-11-25
5551,E,9.0,8.0,8.0,2011-11-24
5553,E,5.0,7.0,8.0,2011-11-23
5555,E,6.0,7.0,0.0,2011-11-22
5557,E,6.0,5.0,5.0,2011-11-21
5559,E,4.0,5.0,4.0,2011-11-20
5561,E,0.0,7.0,7.0,2011-11-19
5563,E,8.0,7.0,5.0,2011-11-18
5565,E,3.0,3.0,2.0,2011-11-17
5567,E,5.0,1.0,2.0,2011-11-16
5569,E,2.0,6.0,1.0,2011-11-15
5571,E,4.0,8.0,0.0,2011-11-14
5573,E,7.0,4.0,8.0,2011-11-13
5575,E,9.0,2.0,8.0,2011-11-12
5577,E,1.0,1.0,6.0,2011-11-11
5579,E,8.0,1.0,7.0,2011-11-10
5581,E,6.0,5.0,9.0,2011-11-09
5583,E,3.0,6.0,4.0,2011-11-08
5585,E,9.0,0.0,2.0,2011-11-07
5587,E,0.0,6.0,1.0,2011-11-06
5589,E,3.0,4.0,8.0,2011-11-05
5591,E,9.0,1.0,1.0,2011-11-04
5593,E,8.0,7.0,9.0,2011-11-03
5595,E,1.0,3.0,4.0,2011-11-02
5597,E,8.0,5.0,7.0,2011-11-01
5599,E,3.0,9.0,7.0,2011-10-31
5601,E,1.0,8.0,4.0,2011-10-30
5603,E,2.0,9.0,5.0,2011-10-29
5605,E,0.0,5.0,0.0,2011-10-28
5607,E,0.0,1.0,4.0,2011-10-27
5609,E,9.0,8.0,2.0,2011-10-26
5611,E,9.0,0.0,8.0,2011-10-25
5613,E,3.0,3.0,7.0,2011-10-24
5615,E,6.0,4.0,1.0,2011-10-23
5617,E,6.0,7.0,9.0,2011-10-22
5619,E,4.0,9.0,3.0,2011-10-21
5621,E,3.0,9.0,1.0,2011-10-20
5623,E,5.0,7.0,1.0,2011-10-19
5625,E,5.0,9.0,6.0,2011-10-18
5627,E,1.0,9.0,4.0,2011-10-17
5629,E,2.0,8.0,8.0,2011-10-16
5631,E,5.0,3.0,2.0,2011-10-15
5633,E,6.0,9.0,9.0,2011-10-14
5635,E,6.0,9.0,8.0,2011-10-13
5637,E,8.0,1.0,5.0,2011-10-12
5639,E,3.0,2.0,1.0,2011-10-11
5641,E,4.0,0.0,5.0,2011-10-10
5643,E,1.0,8.0,4.0,2011-10-09
5645,E,7.0,0.0,4.0,2011-10-08
5647,E,4.0,8.0,3.0,2011-10-07
5649,E,4.0,9.0,8.0,2011-10-06
5651,E,5.0,0.0,2.0,2011-10-05
5653,E,3.0,0.0,9.0,2011-10-04
5655,E,3.0,0.0,2.0,2011-10-03
5657,E,8.0,3.0,0.0,2011-10-02
5659,E,4.0,7.0,9.0,2011-10-01
5661,E,8.0,5.0,4.0,2011-09-30
5663,E,2.0,3.0,2.0,2011-09-29
5665,E,6.0,2.0,3.0,2011-09-28
5667,E,2.0,6.0,3.0,2011-09-27
5669,E,7.0,1.0,7.0,2011-09-26
5671,E,9.0,1.0,4.0,2011-09-25
5673,E,7.0,4.0,9.0,2011-09-24
5675,E,9.0,7.0,2.0,2011-09-23
5677,E,9.0,0.0,4.0,2011-09-22
5679,E,4.0,4.0,3.0,2011-09-21
5681,E,4.0,0.0,2.0,2011-09-20
5683,E,6.0,3.0,5.0,2011-09-19
5685,E,2.0,2.0,7.0,2011-09-18
5687,E,9.0,8.0,2.0,2011-09-17
5689,E,5.0,1.0,4.0,2011-09-16
5691,E,4.0,0.0,3.0,2011-09-15
5693,E,9.0,8.0,3.0,2011-09-14
5695,E,0.0,9.0,2.0,2011-09-13
5697,E,3.0,2.0,6.0,2011-09-12
5699,E,8.0,4.0,8.0,2011-09-11
5701,E,9.0,5.0,0.0,2011-09-10
5703,E,2.0,2.0,2.0,2011-09-09
5705,E,0.0,9.0,6.0,2011-09-08
5707,E,0.0,3.0,2.0,2011-09-07
5709,E,2.0,0.0,6.0,2011-09-06
5711,E,0.0,5.0,2.0,2011-09-05
5713,E,2.0,5.0,6.0,2011-09-04
5715,E,7.0,6.0,3.0,2011-09-03
5717,E,0.0,4.0,3.0,2011-09-02
5719,E,5.0,4.0,1.0,2011-09-01
5721,E,6.0,4.0,8.0,2011-08-31
5723,E,4.0,6.0,5.0,2011-08-30
5725,E,6.0,4.0,6.0,2011-08-29
5727,E,7.0,1.0,7.0,2011-08-28
5729,E,7.0,9.0,1.0,2011-08-27
5731,E,2.0,7.0,3.0,2011-08-26
5733,E,5.0,0.0,2.0,2011-08-25
5735,E,4.0,6.0,8.0,2011-08-24
5737,E,2.0,9.0,5.0,2011-08-23
5739,E,2.0,9.0,4.0,2011-08-22
5741,E,6.0,4.0,1.0,2011-08-21
5743,E,3.0,7.0,6.0,2011-08-20
5745,E,4.0,3.0,2.0,2011-08-19
5747,E,4.0,6.0,1.0,2011-08-18
5749,E,5.0,9.0,8.0,2011-08-17
5751,E,8.0,7.0,7.0,2011-08-16
5753,E,4.0,6.0,9.0,2011-08-15
5755,E,2.0,0.0,8.0,2011-08-14
5757,E,2.0,0.0,4.0,2011-08-13
5759,E,7.0,3.0,0.0,2011-08-12
5761,E,2.0,2.0,7.0,2011-08-11
5763,E,6.0,9.0,2.0,2011-08-10
5765,E,4.0,2.0,6.0,2011-08-09
5767,E,4.0,6.0,0.0,2011-08-08
5769,E,5.0,2.0,0.0,2011-08-07
5771,E,5.0,5.0,9.0,2011-08-06
5773,E,7.0,4.0,0.0,2011-08-05
5775,E,6.0,5.0,5.0,2011-08-04
5777,E,0.0,0.0,9.0,2011-08-03
5779,E,7.0,3.0,0.0,2011-08-02
5781,E,5.0,2.0,2.0,2011-08-01
5783,E,8.0,6.0,0.0,2011-07-31
5785,E,0.0,2.0,5.0,2011-07-30
5787,E,0.0,4.0,9.0,2011-07-29
5789,E,0.0,7.0,6.0,2011-07-28
5791,E,6.0,2.0,4.0,2011-07-27
5793,E,9.0,0.0,1.0,2011-07-26
5795,E,0.0,6.0,3.0,2011-07-25
5797,E,4.0,4.0,1.0,2011-07-24
5799,E,0.0,9.0,3.0,2011-07-23
5801,E,8.0,4.0,1.0,2011-07-22
5803,E,0.0,9.0,2.0,2011-07-21
5805,E,8.0,8.0,6.0,2011-07-20
5807,E,8.0,8.0,1.0,2011-07-19
5809,E,6.0,1.0,6.0,2011-07-18
5811,E,8.0,4.0,3.0,2011-07-17
5813,E,9.0,5.0,1.0,2011-07-16
5815,E,3.0,9.0,3.0,2011-07-15
5817,E,1.0,1.0,2.0,2011-07-14
5819,E,1.0,1.0,2.0,2011-07-13
5821,E,2.0,1.0,8.0,2011-07-12
5823,E,2.0,0.0,2.0,2011-07-11
5825,E,2.0,6.0,5.0,2011-07-10
5827,E,1.0,8.0,1.0,2011-07-09
